riddle_id,main_category,riddle_text,Answer,Difficulty
956,Monster Riddles,A ghost was painting a picture. What did he paint on his picture?,A picture!,Easy
957,Monster Riddles,"When I looked At the lake, I saw my reflection, yet I disappear from every picture I take. What am I?",A ghost.,Easy
958,Monster Riddles,What was written on Frankenstein's monster's grave?,"""Rust in peace.""",Hard
959,Monster Riddles,What do you call a ghost who ran out of toilet paper?,Sheet out of luck!,Easy
960,Monster Riddles,"My hair is blue and pink, I am human, I am daddy's Lil monster. Who am I?",Harley Quinn.,Medium
961,Monster Riddles,"Empty as space, Scary as a ghost, I appear every night What am I?",Darkness.,Hard
962,Monster Riddles,"I am the creature that robs men of their dignity, pride, and will. I feast on children's dreams till' they have none. I am the monster in your head, waiting to strike. What am I?","I am fear, SO FEAR ME!",Medium
963,Monster Riddles,What do you call a ghost with a broken leg?,A Hoblin Goblin.,Medium
964,Monster Riddles,There's a land where there are mummies and daddies but no babies. Books but no libraries. Mirrors but no reflections. Kittens but no cats. Cattle but no cows. Lollipops but no candy and trees but no forests. It's the land of what?,The land of double letters.,Medium
965,Monster Riddles,Where do zombies go for a night out?,Club Dead.,Easy
966,Monster Riddles,How can you tell if a ghost is about to faint?,He gets pale as a sheet.,Hard
967,Monster Riddles,Where do dead outlaws go on a Saturday night?,To ghost towns.,Easy
968,Monster Riddles,"Avoid me, and you'll live. Look at me, and you'll die. Who am I?",The Bird Box Monster.,Easy
969,Monster Riddles,What kind of money do vampires use?,Blood money!,Easy
970,Monster Riddles,What do ghosts do before they enter a haunted house?,Wipe their sheets.,Hard
971,Monster Riddles,How do you communicate with a monster that lives on the seabed?,Drop him a line.,Easy
972,Monster Riddles,What should you say when you meet a ghost in your bedroom?,"""How do you boo?""",Medium
973,Monster Riddles,Why did Frankenstein's monster get indigestion?,He bolted down his food.,Medium
974,Monster Riddles,What do you call an out-of-work Ghost?,Lazy Bones.,Easy
975,Monster Riddles,Why did the game warden arrest the ghost?,He did not have a current haunting license.,Hard
976,Mummy Riddles,Why do mummies like,Because of all the wrapping.,Easy
977,Mummy Riddles,Why didn't the Mummy have any friends?,He was too wrapped up in himself.,Hard
978,Mummy Riddles,What type of music is a mummy's favorite?,Wrap.,Hard
979,Mummy Riddles,How do mummies hide?,They wear masking tape.,Easy
980,Mummy Riddles,There's a land where there are mummies and daddies but no babies. Books but no libraries. Mirrors but no reflections. Kittens but no cats. Cattle but no cows. Lollipops but no candy and trees but no forests. It's the land of what?,The land of double letters.,Easy
981,Mummy Riddles,What is a mummy's favorite type of paper?,WRAP-ing paper,Easy
982,Murder Riddles,"I am not alive, but I grow; I don't have lungs, but I need air; I don't have a mouth, but water kills me. What am I?",Fire.,Easy
983,Murder Riddles,"Always in you, Sometimes on you; If I surround you, I can kill you. What am I?",Water.,Easy
984,Murder Riddles,"It can't be seen, can't be felt, can't be heard, and can't be smelt. It lies behind stars and under hills, And empty holes it fills. It comes first and follows after, Ends life, and kills laughter. What is it?",The dark.,Hard
985,Murder Riddles,"Why did Snap, Crackle, and Pop get scared?",They heard there was a cereal killer on the loose.,Easy
986,Murder Riddles,"There is a brother and a sister. The boy wants to visit his father in jail, and the sister wants to visit her mother in the hospital. But they both are not allowed in jail or hospital. All they have is a gun. What do they do?","The boy shoots the girl, and then the boy goes to jail for attempted murder and the girl goes to the hospital due to her injuries.",Hard
987,Murder Riddles,What kind of candy would a prisoner want before he is executed?,A Life Saver.,Hard
988,Murder Riddles,"There was a man who was born before his father, killed his mother, and married his sister. Yet, there was nothing wrong with what he had done. Why?","His father was in front of him when he was born, therefore he was born before him. His mother died while giving birth to him. Finally, he grew up to be a minister and married his sister at her ceremony.",Easy
989,Murder Riddles,"There is a clerk at the butcher shop, he is five feet ten inches tall, and he wears size 13 sneakers. He has a wife and 2 kids. What does he weigh?",Meat.,Easy
990,Murder Riddles,"A woman is at her mother's funeral when suddenly she sees a man so handsome, that she instantly falls in love with her. Unfortunately, she never got a chance to talk to the man. The next day, the woman kills her sister. What was the motive?","The woman was hoping to see the man again. If you got this correct on the first try, you have the mind of a psychopath.",Easy
991,Murder Riddles,What hired killer never goes to jail?,An exterminator.,Hard
992,Murder Riddles,"A thousand colored folds stretch toward the sky, Atop a tender strand, Rising from the land, 'Til killed by maiden's hand, Perhaps a token of love, perhaps to say goodbye. What am I?",A flower.,Easy
993,Murder Riddles,"I am a rock group that has 4 members, all of whom are dead, one of which was assassinated. What am I?","Mount Rushmore.? Get it, rock group?",Medium
994,Murder Riddles,"Something that requires our mental skill to decode it, our imagination to understand it, our knowledge is tested to its max, it confuses us at every stage, it seems easy yet difficult, only those who are used to, will get through. What is it?",A riddle.,Easy
995,Murder Riddles,"Every month someone dies, and there are five suspects. The suspects are, Jason, Lily, Nathan, Elizabeth, and Erin, and the months of the murders are July, August, September, October, and November. Who's the murderer?","Jason. J, July. A, August. S, September. O, October. N, November.",Medium
996,Murder Riddles,"Inside napper, bird chaser, quick stoker, small animal killer, fish eater. What is it?",A cat.,Medium
997,Murder Riddles,What kills you inside the more you keep it and sets you free the moment you release it?,Guilt.,Hard
998,Murder Riddles,"I wear you down, yet you'll mourn me once I fly. You can kill me, but I will never die. What am I?",Time.,Easy
999,Murder Riddles,A man moved into a new house and decided he was tired after the journey and turned off all the lights and went to bed. The next morning he had killed 365 people how could this be? he does not sleep walk he slept like a baby,he lived in a lighthouse,Medium
1000,Murder Riddles,What word is a fun word until you add one letter and it becomes a terrible word that no one wants to happen?,Laughter: If you add an 'S' to the begging of laughter it becomes slaughter.,Hard
1001,Murder Riddles,"A plane crashed and every single person on board this flight was killed, yet, there were survivors. Can you explain how?",The married people lived; the singles died.,Easy
1002,Murder Riddles,"You are sitting at a table eating lunch and there are ten flies on the table. With a quick swat, you are able to kill three flies. How many flies are left on the table?",You killed three flies that remain on the table.? The others flew off when you swatted.,Medium
1003,Murder Riddles,"I have a butt, but I'm not alive. I bring smoke but am not fire. I destroy, I kill, though I am not used in a war. What am I?",A cigarette.,Medium
1004,Murder Riddles,I eat animals but I don't hunt or kill. What am I?,A vulture.,Medium
1005,Murder Riddles,"When I move, I tip the scales. I am the source of many tales. Around your foot, a sign of wealth. Around a stick, a sign of health. Around your chest, your final breath. On your neck, say hi to death. What am I?",A snake. Snake scales. Snake Tail and snakes are usually the antagonists. Snakeskin is very expensive. Snakes on a stick are almost always seen in hospitals. Constrictors squeeze the life out of you. A poisonous snakebite on your neck would kill you extremely fast.,Hard
1006,Murder Riddles,Why did the man shoot the clock?,He was,Hard
1007,Murder Riddles,"I am both a killer and a savior, it depends on those who wield me. I will bring you from deep water to the shallows, or maybe I could be the one who will hang you on the gallows. What am I?",A rope.,Medium
1008,Murder Riddles,I want everything within sight. The impossible will not flee my plight. I will take it all by any means. To have is my heart's very need. A bottomless pit that nothing will fill. I have even led humans to kill. What am I?,Greed.,Medium
1009,Murder Riddles,"I am boneless, small, and weak, yet can crush and kill; the speed of what comes out of me outstrips the steed. My great storehouse is your heart. Keep me to keep your soul from troubles. What am I?",Your tongue!,Medium
1010,Murder Riddles,An excess of individuals skilled in the preparation of edibles impairs the quality of this soup. What is the proverb?,Too many cooks spoil the broth.,Hard
1011,Murder Riddles,Why was the clock arrested?,For killing time.,Hard
1012,Murder Riddles,"I'm a killing machine used again and again; I bend a little, but way less than my friend; For many years I was number one, But I've been replaced by my modern son. What am I?",Arrow,Hard
1013,Murder Riddles,What is a cereal's worst fear?,A cereal killer.,Hard
1014,Murder Riddles,I am very important to all living creatures. I was firstborn in the sun. I am a chapter in textbooks and I am not made of fire. I make the sun-worthy. Too much of me may kill you. But humans can still prevent me. What am I?,Heat!,Easy
1015,Murder Riddles,"There lived a man in a house and every time he went to bed he turned on the light. One night, the man forgot to turn on the light. The next day he read the paper and killed himself. Why?",The man lived in a lighthouse. He forgot to turn on the light and a ship crashed. The next morning he read in the paper that the ship crashed and killed himself because he felt guilty.,Medium
1016,Murder Riddles,"I kill people when you need me to, I am not accepted and illegal, I need to be refilled from time to time and I can harm my owner. What am I?",A gun.,Medium
1017,Murder Riddles,A man is found dead at the end of an alley. A detective who enters the scene sees the letter X and immediately knows who killed the man and why. How did the detective know?,"This was a bowling alley, and the man who died was a pin spotter. A player had a strike and was to bowl again, but he bowled too soon before the pin spotter was clear. The X is on the score sheet and this tells the detective the name of the bowler.",Hard
1018,Murder Riddles,"I am brave but, wear the thing I used to fear most, I am bold, but not willing to kill. Who am I?",Batman.,Hard
1019,Murder Riddles,"A color is seen on a stoplight, an item you use to eliminate the darkness. What comic book character is it?",Green Lantern.,Easy
